uid,date,tags,category,tracking number,title,text,region,attack on,complex attack,reporting unit,unit name,type of unit,friendly WIA,friendly KIA,HN WIA,HN KIA,Civ WIA,Civ KIA,Enemy WIA,Enemy KIA,Enemy detained,MGRS,Latitude,Longitude,Originator group,Updated by group,unk1,unk2,Affiliation,DColor,Classification
0x080e000001228ad9b389160d16af2042,2009-07-26 22:15:26,Enemy Action,Direct Fire,2009626101542SWD2490070100,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) 2-377 (TF STEEL) : 0 INJ/DAM,"Event Title:N3 2215Z
Zone:null
Placename:ISAF#07-2344
Outcome:null

UNIT: 2-377 (TF STEEL)

TYPE: SAF

WHO: SPERA COP 

WHERE: 42SWB 48100 56300

INT. REPORT:

 S- 3 ENEMY PAX
 A- SAF
 L- WB 481 563
 T- 2240L
 R- ROUGH RIDER 306 REPORTS THAT THE HAVE SAF/TIC EVENT AT SPERA COP, AND ARE REQUESTING FIRE MISSION ****** TF STEEL S-A-L-T-R ******

1827Z -   UPDATE TO SPERA COP INCIDENT: SPERA COP IS STILL UNDER CONTACT

1827Z - ENEMY PAX GRID WB47845637

1841Z - HOG 61 ON STATION HEADING TO SUPPORT  SPERA COP. NEG COMMS WITH RUFF RIDER 306 ATT. 

1910Z - SPERA COP REPORTS ROUGH RIDER 306 CAN HEAR HAWG AND HAWG DOES NOT HAVE EYES ON 3 X PAX IN RIVER BED. ROUGH RIDER ELEMENT DOES NOT HAVE PID BUT THEY KNOW THE ENEMY WENT INTO THE RIVERBED.

1921Z -  ROUGH RIDER 306 ELEMENT IS MOVING BACK TO COP. HAWG 61 IS PROVIDING OVERWATCH FOR THE ELEMNT WHILE THEY MOVE. 

1947Z - SPERA COP REPORTS THAT THE ENEMY IS 50M FROM FRIENDLY LOCATION AND REQUEST CAS TO MOVE LOWER

1951Z -  SPERA COP REPORTS THAT THE FLT OF FRIENDLY PAX: WB 475 564

2003Z - FRIENDLY ELEMENT HAVE RETURNED TO SPERA COP. 

SUMMARY:
1X SAF 
0X DMG
0X INJ

CLOSED @ 2003Z",RC EAST,ENEMY,,A SIGACTS MANAGER,2-377 (TF STEEL),CF,0,0,0,0,0,0,0,0,0,42SWD2490070100,34.97315598,69.27278137,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BB9C9035-1517-911C-C5C5DBCA85DB9789,2009-07-26 23:20:00,Explosive Hazard,IED Found/Cleared,20090726232042SXG362088,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT   PRT FEY : 0 INJ/DAM,"***DELAYED REPORT***
PRT FEY reported a camera monitoring system observed a person emplacing a possible IED.  TU TEZ and EOD deployed to the site and discovered 1x IED consisting of a pressure cooker and a battery pack.  No casualties or damage reported.  Event closed.",RC NORTH,ENEMY,,PRT FEY/TF East JOC Watch,PRT FEY,CF,0,0,0,0,0,0,0,0,0,42SXG362088,37.11563492,70.53302002,TF East JOC Watch,TF East JOC Watch,,,ENEMY,RED,SECRET
23B75EC9-1081-4CB5-AE13-B3F4BB60BF5F,2009-07-26 23:55:00,Enemy Action,Direct Fire,42SWD71000324002009-07#2343.01,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) ANA : 4 HNSF WIA 2 UE WIA ,"At 262030D*JUL09, KABUL NDS reported that 40 to 60 INS were planning to attack FF during the night. The information was forwarded to FRA BG, FOB TORA and COP ROCCO in UZBEEN valley. Later on, COP ROCCO reported that 3 x IEDs would have been placed on axis between FOB TORA and COP ROCCO between parallele 32 and 37. At 270530D*JUL09, ANA reported that ANA post located at 42S WD 7631 4164, close to COP ROCCA had been attacked by about 50 INS (including PAK LN) between 270425D*JUL09 and 270530D*JUL09. USA ETT in COP DABO requested support. AH-64 APACHE provided fire support and 4 wounded ANA soldiers were evacuated to BAF. This attack caused 4 ANA WIA (CAT UNK) who were medevaced to BAF and 2 INS Wounded (CAT UNK).4 Wounded in Action None(None) National Military/Security Force
2 Wounded None(None) Insurgent
",RC CAPITAL,ENEMY,TRUE,A SIGACTS MANAGER,ANA,ANSF,0,0,4,0,0,0,2,0,0,42SWD7100032400,34.63103104,69.77459717,RC (C),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
1EA23916-1517-911C-C58B070778447F21,2009-07-27 00:00:00,Explosive Hazard,IED Explosion,20090727000041SPV6054676697,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (RCIED) ANP / PRT MEY NORAFIEDD TEAM : 0 INJ/DAM,"***Late report*** Little to no information provided about incident.

While we were working with the RCIED incident, the 30th of July in Meymaneh (grid 41SPV60544 76209) the chief of NDS handed over a bag with ""evidence"" from an IED detonation that occured the 27th of July in Meymaneh (grid 41SPV 60546 76697), approx 70mtr NV of NDS HQ.
First time seen in Meymaneh, RCIED with magnets. 

(possible Limpet IED)
PRT MEY NUMBER: 30072009-2198 ",RC NORTH,ENEMY,,J3 ORSA,ANP / PRT MEY NORAFIEDD TEAM,ANSF,0,0,0,0,0,0,0,0,0,41SPV6054676697,35.9214325,64.77946472,J3 ORSA,J3 ORSA,CJTFPS (FFIR5) (S/REL) ANY EMERGING IED OR ENEMY TTP TRENDS IN YOUR SECTOR.,J3 ORSA,ENEMY,RED,SECRET
BAA84232-1372-51C0-599175808F261287,2009-07-27 01:25:00,Explosive Hazard,IED Explosion,20090727012541RPR3133309287,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (VOIED) A SQN LD : 1 CF KIA 2 CF WIA ,"FF reported that while conducting NFO patrol ISO OP Panchai Palang, they suffered an IED strike resulting in 3 x GBR WIA. IED assessed as VOIED(PP). EOD is en route to the scene.

BDA: 3 x GBR MIL WIA (1 x CAT A, 2 x CAT C), no damage reported.

Updated BDA:  1x GBR DOW, 2x GBR CAT C).

***Event closed at 280044Z*",RC SOUTH,ENEMY,,TF H / TF South JOC Watch,A SQN LD,CF,2,1,0,0,0,0,0,0,0,41RPR3134709269,31.71127701,64.38618469,TF South JOC Watch,Task Force South N-3,(ISAF) FFIR 1 FATALITY OR SERIOUS INJURY TO ISAF / USFOR-A / ESF (CAT A OR CAT B),TF South JOC Watch,ENEMY,RED,SECRET
0x080e00000122b9b201b9160d6b3188ac,2009-07-27 01:42:26,Enemy Action,Indirect Fire,200962714242SXD7820068520,(ENEMY ACTION) INDIRECT FIRE RPT   ANA : 0 INJ/DAM,"Event Title:N5 0146Z
Zone:null
Placename:ISAF # 07- 2347
Outcome:null

S: UNK
A: 10 x IDF
L: South of FOB Rushmore
T: 252041zJULY09
U:FOB RUSHMORE
R: ANA checkpoint north of FOB Rushmore being attacked with 10 rounds of IDF were received near the FOB Rushmore East wall and ANP compound West of FOB Rushmore, LCMR does not have acquisition


TYPE: 10x IDF from the south of FOB Rushmore

TIMELINE:2041z Maingate FOB SHARANA reports IDF in the direction of FOB RUSHMORE

UDATE: 2045z ANP checkpoint South of FOB Rushmore began exchanging small arms fire with an unkown number of AAF for 20 min.  

UPDATE:2055z IDF has ceased, no casualties reported ATT

UPDATE: 2056z ALL FIRE WAS INEFFECTIVE.

SUMMARY:
10 x IDF
0 x Wounded

EVENT     CLOSED2056z",RC EAST,ENEMY,TRUE,A SIGACTS MANAGER,ANA,ANSF,0,0,0,0,0,0,0,0,0,42SXD7820068520,34.94353485,70.95137024,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BFEBC02A-1517-911C-C52DFDD9E6A91E46,2009-07-27 01:46:00,Enemy Action,Direct Fire,20090727055342SXD7820068520,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) D 2-12 IN : 0 INJ/DAM,"S: Unknown
A: SAF 
L-F: 42SXD78206852(OP Pride Rock)
L-E: 42SXD 77101 67411
T: 270146zJuly2009
U: D/2-12 IN
R: SAF

0146z:  OP Pride Rock reports taking SAF.  Location of the enemy is 42SXD 77101 67411.

0148z:  FIRE MISSION
ASSET: 120MM Michigan
OBS/OBS LOC: OP PRIDE ROCK
TARGET LOC: KE 2535 XD 77101 67411
 ROUNDS/TYPE:  1 ROUND AND AJUST
TARGET REASON/DESC:  ELEMERNT IS BEING ENGAGED BY UNK AAF FROM THE ABOVE LOCATION 

0150z:  OP Pride Rock is still taking SAF.

0200z:  OP Pride Rock no longer in contact.  

0205z:  TIC CLOSED

Summary:
120mm:  10 x HE, 2 x WP(observed)",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,D 2-12 IN,CF,0,0,0,0,0,0,0,0,0,42SXD7820068520,34.94353485,70.95137024,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BFF6AB35-1517-911C-C5302D88336DB595,2009-07-27 02:05:00,Enemy Action,Direct Fire,20090727060542SYD1705192153,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) C 3-61 CAV : 0 INJ/DAM," TIER LEVEL 1

****SALTUR FOLLOWS******
Size: 1-3
Activity: SAF
Location: OP BA ENEMY Southern Spur of TRP 8 (KE 4743)YD 16580 92420
Time:0245Z
Unit: 3/C/3-61
Remarks: Returned fire with small arms 
******END OF REPORT*******


0252z ColdBlood Battle NCO reports OP Bari Alai is no longer in contact

[02:55] <ColdBlood_BTLNCO> Going hot with 120mm KE 4743 GRID YD 16580 92420

[03:12] <ColdBlood_BTLNCO> C36 reports the contact earlier came from Southern side of TRP 7 from second nuckle, southern side TRP 8.  

[03:12] <ColdBlood_BTLNCO> One pax PID Southern side TRP 7 YD 15900 95250 wearing grey man dress  no longer receiving fire

[03:15] <ColdBlood_BTLNCO> We are shooting 120s 5 rnds FFE ATT.

*****TIC CLOSED***********

           !!!FIRE MISSION!!!
 OBS:  CB36
 FU LOC: COP PK/ 120mm/ HE
 TGT LOC: YD 16288 92428 
 MAX ORD: 5128
 GTL AZ: 4502
 TOF: 48 s	
 CANISTER/ROUND DROP: 
 TGT DESC: TIC
            !!!FIRE MISSION!!!

<ColdBlood_BTLNCO> .""MISSION FIRED REPORT FOLLOWS: 81MM --- 3x HE --- -- GUNS COLD - ALLL ROUNDS OB SAFE, EOM: OP BARI ALAI TGT: KE 4743

[04:01] <ColdBlood_BTLNCO> ""MISSION FIRED REPORT FOLLOWS: 60MM --- 3x HE --- -- GUNS COLD - ALLL ROUNDS OB SAFE, EOM: OP BARI ALAI TGT: KE 4743

***0325:  TIC CLOSED*******

Ammunition Expenditure Report

ROUNDS: 65X M-19, 30X 7.62link, 
200X .50CAL,
 3 RPG, 
3X 81MM HE, 
3X 60MM HE
",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,C 3-61 CAV,CF,0,0,0,0,0,0,0,0,0,42SYD1705192153,35.14888382,71.38269043,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BA44C43A-1372-51C0-59B551C2440070C3,2009-07-27 02:10:00,Explosive Hazard,IED Found/Cleared,20090727021041SPR73564734,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (Components) ANA (2/3/205) W/ 3 CO. 1WG : 0 INJ/DAM,"FF reported that while conducting NFO patrol, they found 1 x 105mm artillery shell near a wall, by a foot path. ANA exploited the area and are transporting the UXO to PB Pylae.

No casualties or damage reported.

At 1645Z, device was assessed as an IED not a UXO.  ANA cleared the device.  Event closed at 1650Z.",RC SOUTH,ENEMY,,TF H / TF South JOC Watch,ANA (2/3/205) w/ 3 Co. 1WG,ANSF,0,0,0,0,0,0,0,0,0,41SPR73564734,32.04895782,64.83831787,TF South JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
BBA4822F-1372-51C0-593FE82E4A552025,2009-07-27 02:30:00,Explosive Hazard,Mine Found/Cleared,20090727023041RPQ323966,(EXPLOSIVE HAZARD) MINE FOUND/CLEARED RPT  (VOIED) ANP : 0 INJ/DAM,"OCCP reported that AUP took possession of a mine found in Commander's compound. AUP transported the mine to their waste disposal area, and disposed of the mine by tampering with it, exposing and cutting wires, and burning it in diesel fuel. No casualties or damage reported.",RC SOUTH,ENEMY,,TF H / TF South JOC Watch,ANP,ANSF,0,0,0,0,0,0,0,0,0,41RPQ323966,31.59689903,64.39453125,TF South JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
BA4C1BAE-1372-51C0-5918DF49CB1A34C9,2009-07-27 02:30:00,Explosive Hazard,IED Found/Cleared,20090727023041RQR520010,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (VOIED) AUP : 0 INJ/DAM,"ANSF reported that while conducting NFO patrol, they found 2 x 20kg jugs in a culvert with wires attached. ANP cordoned the area, and QRF & EOD are en route to the site. No casualties or damage reported.

At 1456Z, QRF and EOD exploited 2x possible IEDs, FF determined that the jugs were bait, a further 2 jugs attached to the wire detonated while the Robot was exploiting.  Minor damage was sustained to the EOD robot, the initial 2x jugs were destroyed.  Event closed at 1747Z.

Update:  TFK C-IED FIRST LOOK report attached.  1 x Hoax and 1 x F/C VOIED.  
Summary from TFK C-IED FIRST LOOK report: (S//REL ISAF, NATO) At approx 270600D* Jul 09, an AUP patrol with a vehicle and five AUP left POLICE SUB STATION (PSS) 7 in order to do a road inspection on an unnamed rte. At approx 0700D* when traveling SOUTH on the unnamed rte at GR 41R QR 52153 00758 the patrol saw two plastic jugs inside a culvert with a command wire going WEST. The patrol cut the command wire and took it. AUP set up a cordon and they requested assistance from the CF. QRF with CIED assets deployed from CAMP NATHAN SMITH (CNS). QRF arrived on site at approx 1034D* and CIED began the exploitation. While investigating with the ROV, EOD pull a wire and one blast occurred a meter in front of the ROV on the EAST side of the culvert. The ROV was lightly damaged, EOD was able to complete the task. The two 18L plastic jugs found under the culvert were empty and the command wire found by AUP was booby trapped. With the evidence found on site, two 4L yellow plastic jugs filedl with UBE were buried on the EAST site of the culvert to strike when a victim would pull the false command wire. When the ROV pulled on the command wire, only one jug struck because EOD had already removed the detonator from one of them. it is suspected that the INS emplaced this IED in order to target any AUP or first responders pulling the command wire on the IED. QRF and CIED end his task at approx 1222D* and were back to CNS at 1250D*. Report to follow. ",RC SOUTH,ENEMY,,TF K / TF South JOC Watch,AUP,ANSF,0,0,0,0,0,0,0,0,0,41RQR5215300758,31.61435127,65.65805054,TF South JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
BB622432-1372-51C0-5943F86EB67BD3F8,2009-07-27 02:37:00,Enemy Action,SAFIRE,20090727024841RPR3074008920,(ENEMY ACTION) SAFIRE RPT  (Small Arms) TF PEGASUS : 0 INJ/DAM,"AT 0237Z, PEDRO35 (30FT AGL, 130 KTS, HDG 040), WHILE EN ROUTE TO FOB PRICE IVO N3142.475 E06422.885, WAS ENGAGED WITH SMARMS. THE LEFT SIDE GUNNER OBSERVED 2X INDIVIDUALS EMERGE FROM A TREE LINE 100-150M FROM THE A/CS 7-10 OCLOCK POSITION, N342.492 E06422.784, CARRYING WHAT APPEARED TO BE AK-47S. THE GUNNER THEN WITNESSED 3-5X MUZZLES FLASHES, ORIGINATING FROM THE INDIVIDUALS DIRECTED TOWARDS THE A/C. THE CREW MANEUVERED AND THEN ENGAGED THE ENEMY FOR APPROX 2 SECS. IT WAS REPORTED ONE ON THE INDIVIDUALS FELL DOWN. MISSION CONTINUED ON WITHOUT FURTHER INCIDENT. NO DAMAGES TO A/C OR INJURIES TO THE CREW WERE REPORTED.",RC SOUTH,ENEMY,,TF PEGASUS HHC,TF PEGASUS,CF,0,0,0,0,0,0,0,0,0,41RPR3074008920,31.70819855,64.37973785,TF PEGASUS HHC,J3 ORSA,,,ENEMY,RED,SECRET
BC69F941-0795-46EA-9432-E193EFD32F0F,2009-07-27 02:38:00,Enemy Action,Direct Fire,41RPR58650267102009-07#2350.01,(Enemy Action) Direct Fire rpt RC (S),"ANA CS/3/205 with 2 MERCIAN OMTL reported that while conducting a NFO patrol, INS engaged with SAF and RPG from FP GR 41R PR 586 263. FF returned with SAF. 

UPDATE 0745D*
ASOC reported that CAS IP went kinetic with 1 x GBU12 at 41R PR 58660 26336. INS pinned down unable to withdraw. (GEOsit shows that POI is on compound).

BDAR received at 0817D* 
F-16 engaged PID INS FP with 2 x GBU-12. Target GR at 41R PR 62694 31064 and 41R PR 58660 26336 (iGEOSit shows that the above mentioned grids correspond to a compound area), 5 x INS PID in tree line. FF assessed that drop was a direct hit. Terrain was light urban. No CIV PID IVO target area. Battle damage was recorded with RVT downlink. No follow up intended. The next higher Comd was consulted. The enemy engaged presented, in the opinion of the ground forces, an imminent threat. 

BDAR received at 280117D* 
F-16 engage with 1 x GBU-12 on a PID INS FP at grid 41R PR 58660 26336 (iGEOSit shows that the above mentioned grids correspond to a compound area), it was a good hit. FF prosecuted the target in self defence. The terrain was light urban, there was no CIV PID within reasonable certainty. The compound was already in ruins and was further damaged. There is no BDA recording available. The next higher Comd was consulted. The enemy engaged presented, in the opinion of the ground forces, an imminent threat. 

BDA: 1 x Compound already in ruins, further damaged.

***Event closed at 1550D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,ANA CS/3/205 with 2 MERCIAN OMTL,ANSF,0,0,0,0,0,0,0,0,0,41RPR5865026710,31.86510658,64.67707062,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,NATO CONFIDENTIAL Releasable to GCTF
0x080e00000122aaa9870b16dbe248488c,2009-07-27 02:41:26,Enemy Action,Direct Fire,200962724142SYD1705192153,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) C/3-61 (TF DESTROYER) : 0 INJ/DAM,"Event Title:N8 0245Z
Zone:0 WIA/0 KIA
Placename:ISAF#07-2355
Outcome:null

 TIER LEVEL 1

****SALTUR FOLLOWS******
Size: 1-3
Activity: SAF
Location: OP BA ENEMY Southern Spur of TRP 8 (KE 4743)YD 16580 92420
Time:0245Z
Unit: 3/C/3-61
Remarks: Returned fire with small arms 
******END OF REPORT*******


0252z ColdBlood Battle NCO reports OP Bari Alai is no longer in contact

[02:55] <ColdBlood_BTLNCO> Going hot with 120mm KE 4743 GRID YD 16580 92420

[03:12] <ColdBlood_BTLNCO> C36 reports the contact earlier came from Southern side of TRP 7 from second nuckle, southern side TRP 8.  

[03:12] <ColdBlood_BTLNCO> One pax PID Southern side TRP 7 YD 15900 95250 wearing grey man dress  no longer receiving fire

[03:15] <ColdBlood_BTLNCO> We are shooting 120s 5 rnds FFE ATT.

*****TIC CLOSED***********

           !!!FIRE MISSION!!!
 OBS:  CB36
 FU LOC: COP PK/ 120mm/ HE
 TGT LOC: YD 16288 92428 
 MAX ORD: 5128
 GTL AZ: 4502
 TOF: 48 s	
 CANISTER/ROUND DROP: 
 TGT DESC: TIC
            !!!FIRE MISSION!!!

<ColdBlood_BTLNCO> .""MISSION FIRED REPORT FOLLOWS: 81MM --- 3x HE --- -- GUNS COLD - ALLL ROUNDS OB SAFE, EOM: OP BARI ALAI TGT: KE 4743

[04:01] <ColdBlood_BTLNCO> ""MISSION FIRED REPORT FOLLOWS: 60MM --- 3x HE --- -- GUNS COLD - ALLL ROUNDS OB SAFE, EOM: OP BARI ALAI TGT: KE 4743

***0325:  TIC CLOSED*******

Ammunition Expenditure Report

ROUNDS: 65X M-19, 30X 7.62link, 
200X .50CAL,
 3 RPG, 
3X 81MM HE, 
3X 60MM HE",RC EAST,ENEMY,,A SIGACTS MANAGER,C/3-61 (TF DESTROYER),CF,0,0,0,0,0,0,0,0,0,42SYD1705192153,35.14888382,71.38269043,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BA52A97A-1372-51C0-590C9F553AE7CB10,2009-07-27 02:50:00,Explosive Hazard,IED Explosion,20090727025041RPR6267116991,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) COMPASS CONVOY # 5 : 0 INJ/DAM,"COMPASS CONVOY # 5 reported that while conducting NFO patrol, they suffered an IED strike. Following the explosion, INS engaged convoy with SAF. Convoy returned SAF. No casualties or damage reported.


UPDATE 0400Z*
Attack was concluded at 0400Z. Convoy was on the way from BASTION TO CSC KANDAHAR. BDA 1 x SEC VEH damaged, 1 x container damaged.

***Event closed at 0137Z*",RC SOUTH,ENEMY,TRUE,TF South JOC Watch,COMPASS CONVOY # 5,CIV,0,0,0,0,0,0,0,0,0,41RPR6267116991,31.77689362,64.71793365,TF South JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
BAAFB618-1372-51C0-59CD9CC98D059931,2009-07-27 03:00:00,Friendly Action,Cache Found/Cleared,20090727030041RQR60470427,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   KPRT FP CO. W/ ANA / ANP : 1 UE DET ,"FF mentoring ANA / ANP reported that while conducting NFO patrol, they found a weapons cache.

Cache consisted of: 2 x RPG, 14 x RPG rounds, 19 x AK-47, 1 x RPK, 1 x PKM, 1 x ICOM, assorted ammo (7.62mm, 12.7mm), 63 x AK-47 magazines, 2 x pistol (unspecified). 

There were 16 x FAM inside the compound, but FF only detained the weapons dealer.

UPDATE:
0554Z - FF have intel on POSS additional cache near 1st find. ANP and PRT are launching again to cordon and search. EOD will assist in exploiting the cache.

UPDATE:
The second search found 2 x yellow jugs, 1 x blue jug, 3 x large propane bottles, 10 x small propane bottles. 10 x cooking pots, 2 x bags of fertilizer, 1 x car battery, 2 x pvc pipes, 20 x metal pipes, electrical wire, 2 x wheelbarrows, 1 x pick and an igloo of brown liquid with a strong smell. The detained LN was taken to CAMP NATHAN SMITH but NDS identified him as a government employee and not a threat.

BDA: 1 x INS detained. No casualties or damage reported.

**EVENT CLOSED AT 272345ZJUL09**",RC SOUTH,FRIEND,,TF K / TF South JOC Watch,KPRT FP Co. w/ ANA / ANP,CF,0,0,0,0,0,0,0,0,1,41RQR60470427,31.64414597,65.74656677,TF South JOC Watch,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
BB3B515F-1517-911C-C5787D4056AC5578,2009-07-27 03:40:00,Explosive Hazard,IED Found/Cleared,20090727034042SWB9932099500,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (CWIED) 1431ST ENG CO IVO  (ROUTE CHAINSAW): 0 INJ/DAM,"TF Pirate reported that while conducting a route clearance patrol, RCP 7 found a CWIED consisting of 10-15 lbs. of UBE and white lamp cord.  EOD conducted a controlled detonation and PBA.  
This event reopened.
At 1049Z, a CW with a clothes pin and battery pack were found on the East side of the road.  FF reported they disconnected CW but were unable to find MC with Buffalo, so Husky was sent to attempt to pin point charge.  EOD used clearing charge to locate MC, and then conducted controlled det.  At 1215Z,  FF reported finding another CWIED(Command Pull) with 50lbs UBE as MC.  No casualties or damage reported.  NFTR.  Event closed.
",RC EAST,ENEMY,,TF PIRATE/TF East JOC Watch,1431st Eng Co,CF,0,0,0,0,0,0,0,0,0,42SWB9932099500,33.43028259,70.06839752,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
BDDAA537-1372-51C0-59377C82F3038314,2009-07-27 03:40:00,Enemy Action,SAFIRE,20090727031541SPR7482848719,(ENEMY ACTION) SAFIRE RPT  (RPG) TF PEGASUS : 0 INJ/DAM,"AT 0340Z, ULTIMATE22 (70FT AGL, 100 KTS, HDG 120) WAS ON
DEPARTURE FROM PB WISHTAN IVO N3203.672 E06451.120.
APPROX 30 SECONDS AFTER WHEELS UP, THE CREW
OBSERVED A STRAIGHT, WHITE-GREY SMOKE TRAIL
ORIGINATING FROM AN UNKNOWN POO AT THE A/CS 11
OCLOCK POSITION. THE SMOKE TRAIL PASSED IN FRONT OF
THE A/CS NOSE AND THE CREW OBSERVED A BLACK-BROWN
AIRBURST APPROX 100M AHEAD AND 50FT ABOVE THE A/CS 2
OCLOCK POSITION. THE CREW FELT THREATENED AND
MANUEVERED. NO INJURIES OR DAMAGE REPORTED.",RC SOUTH,ENEMY,,TF PEGASUS HHC,TF Pegasus,CF,0,0,0,0,0,0,0,0,0,41SPR7482848719,32.06119537,64.85199738,TF PEGASUS HHC,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
BF68ED9F-1517-911C-C53A702C1501C9ED,2009-07-27 03:40:00,Explosive Hazard,IED Found/Cleared,20090727034042SXD3154703084,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (RCIED) 4BSTB  : 0 INJ/DAM,"270315ZJULY2009 LN RPT TO OCC-P THAT AN IED WAS LOCATED A T42SXC 31542 03036.

IED 9 LINE

1. 270315ZJULY2009
2.42SXC 31542 03036
3.49.675 UGLY 3
4.UNK
5.NONE
6.CF/ANSF/LN
7.NONE
8.ANP HAS CORDON
9.IMMEDIATE

TIMELINE:

0350Z:HHC MP PLT WITH EOD SP FOB FINLEY-SHIELDS TO IED SITE.

0420Z:HHC MP PLT WITH EOD SP IED SITE CONDUCTING ANALYSIS.

0544Z: 4BSTB HHC QRF REPORTS POSSIBLE SECONDARY DEVICE RIGHT WHERE THE PREVIOUS IED IS LOCATED. EOD PUTTING ON BOMB SUIT TO INVESTIGATE.


0600Z: 1ST IED DISABLED. INVESTIGATING 2ND PIED

0735Z 4BSTB HHC W/EOD RP FS

RESULTS:ANP WAS NOTIFIED BY LN THAT KIDS SAW A RC DEVICE ,PRSSURE COOKER 30-25 LBS OF UBE, JUG OF FUEL ON IT, EOD RECOVERD 3-5 LBS FOR TESTING. NOT AN IED ON SECOND SITE.


///EVENT CLOSED
",RC EAST,ENEMY,,TF MTN WARRIOR/TF East JOC Watch,4BSTB ,ANSF,0,0,0,0,0,0,0,0,0,42SXD3154703084,34.36075592,70.43049622,TF East JOC Watch,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
0x080e00000122a18f3a8a160d7dec694d,2009-07-27 03:43:06,Explosive Hazard,IED Found/Cleared,200962734342SWB9217096651,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (CWIED) 1431ST ENG CO : 0 INJ/DAM,"Event Title:27 0346
Zone:null
Placename:null
Outcome:null

UNIT: 2-377 (TF STEEL) 
TYPE: IED 
WHO: RCP 7 (HUSKY 16) 
WHERE:42SWB 92170 96651 
INITIAL REPORT: (1)1X(FOUND) IED (3). 42SWB 9932 9950 (4). 270340ZJUL2009 (5). RCP 7 CONFIRMED THEY FOUND A MAIN CHARGE. THEY'VE DISCONNECTED WIRE TO MAIN CHARGE. MORE INFORMATION TO FOLLOW. SUMMARY: 1 X IED FOUND 1 X MAIN CHARGE FOUND 0 X INJ/ DMG EVENT: OPEN",RC EAST,ENEMY,,A SIGACTS MANAGER,1431st Eng Co,CF,0,0,0,0,0,0,0,0,0,42SWB9217096651,33.40522766,69.99120331,,J3 ORSA,,,ENEMY,RED,SECRET
BB632693-1517-911C-C5B8001432A841EC,2009-07-27 03:47:00,Friendly Action,Cache Found/Cleared,20090727034742SVD7725414547,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   4-25 FA : 1 UE DET ,"4-25 FA reported that while searching a qalat, they found an IED making materials cache consisting of blasting caps, bags of fertilizer and wire.  FF also report finding car batteries, ANA and NDS uniforms and jugs of gasoline.  After talking to other LNs, FF received information that the owner of the qalat is MOHAMMED ARIF and he works at COP GARDA.  MOHAMMED ARIF has been detained and will be transferred to TF Paladin. Event closed.",RC EAST,FRIEND,,TF SPARTAN/TF East JOC Watch,4-25 FA,CF,0,0,0,0,0,0,0,0,1,42SVD7725414547,34.47224045,68.75231171,TF East JOC Watch,J3 ORSA,,,FRIEND,BLUE,SECRET
